post_id,treatment,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28
vxb3xp,1,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
vxb3xv,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3xx,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3y1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3y4,0,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
vxb3y8,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3yf,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3yh,0,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
vxb3yi,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3yl,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3yo,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
vxb3yu,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3yv,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3yz,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
vxb3z1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3z2,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3z3,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3z4,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3z6,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3z7,0,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
vxb3z9,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3zf,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3zm,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3zo,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3zt,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
